# Exult Usecode Dialogue Translation Dictionary
# English source<TAB>Chinese translation
# Generated: 2026-06-17 10:30:00
# Entries: 11391
#
# To deploy: Copy this file to your Exult <PATCH>/ directory
# as 'usecode_translations.txt'.
#
# Lines starting with '#' are comments.
# Format: English source text<tab>Chinese translation text
============================================================

! And good luck to thee!"*	「祝你好運！」*
! Fly from this place at once! I shall provide escort for thee with my bow. Return at thy peril,	「快離開這裡！我會用我的弓護送你離開。再回來就要冒險了！」
! Help me!!"	「幫幫我！！」
! However, thou mayest have some trouble convincing those who do not know thy face.~~"Of course, thou -shouldst- be safe around thy friends!"	「但是，你可能會遇到一些麻煩，因為有些人不認識你。」~~「當然，你應該在朋友身邊很安全！」
! I admit I do sell Silver Serpent Venom to other places besides the Apothecary. But what I am doing is not -precisely- against the law!"	「我承認，我賣銀蛇毒給其他地方的藥劑師。但是，我做的事情不是完全違法！」
! I earn my gold with this sword arm," he says as he flexes a mighty bicep. "Right now I am in Jhelom continuing my studies in my trade with De Snel, and when I am finished my price is going to go up!"	「我靠這把劍來賺取金幣，」他說，同時展示他的強壯手臂。「現在，我在傑洛姆繼續我的學徒生涯，當我完成後，我的價格就會上漲！」
! I shall never miss New Magincia!"	「我永遠不會錯過新馬吉尼亞！」
! I would wager that thou dost say that to all the barmaids!"	「我想，你對所有的酒吧女服務員都這麼說！」
! If I did not trust the infallibility of mine own eyes, I would not believe it! I was just thinking to myself, 'If only the Avatar were here!' Then...~~"Lo and behold! Who says that magic is dying! Here is living proof that it is not!~~ "Dost thou realize,	「如果我不相信自己的眼睛，我就不會相信！我剛剛在想，『如果只有阿凡達在這裡！』然後……~~「看哪！誰說魔法正在消失！這裡就是活生生的證據！」~~「你知道嗎，」他說，「如果不是你，我就會迷失了。」
! If not for thee, I would be lost."	「如果不是你，我就會迷失了。」
! If thou wilt leave something behind, mayhaps thou wilt be able to sail, and I will be glad, indeed, to sell thee the deed."~Gargan sneezes.	「如果你願意留下什麼東西，可能你就能夠航行，我會很高興地賣給你這份契約。」~加爾根打了個噴嚏。
! It is hearsay!"*	「這只是傳聞！」*
! Mine husband was pardoned by Lord British. He even provided Weston with short-term employment so that he may return to me with money enough in his pockets to feed us for some time!~~"Excellent news, no?"	! 我的丈夫被布列塔尼亞王赦免了，他甚至提供了韋斯頓短期的工作機會，這樣他就可以帶著足夠的錢回來養活我們一段時間！~~"這是個好消息，不是嗎？"
! Perhaps honesty shall lift thee above the	! 也許誠實會讓你脫離貧困
! That means I owe thee	! 這意味著我欠你
! The box is open! Certainly, one as diligent as thee could not have been robbed?"	! 盒子打開了！你這麼勤奮的人不可能被搶劫吧？"
! Thou	! 你
! Thou didst just enjoy thyself, didst thou not? Please come back when thou art rested!"*	! 你只是在享受自己吧？請休息一下再回來吧！"*
! Thy soul shall wail in the catacombs of the netherworld!"	! 你的靈魂將在陰間的墓穴中哀號！"
! Who knows what evil this strange creature might possess!" He inspects the sprite more closely. "Mayhaps I should try it first to be sure it is safe..."*	! 誰知道這個奇怪的生物可能會帶來什麼邪惡！" 他仔細檢查精靈。 "也許我應該先試試看，以確保它是安全的..."*
! You damn	! 你這個該死的
! You have nothing to lose but your	! 你沒有什麼可失去的，只有你的
!" Katrina greets you with a smile.	!" 卡特琳娜帶著微笑迎接你。
!" Nastassia says.	!" 納斯塔西婭說。
!" Sherry the Mouse exclaims.	!" 謝里老鼠驚呼。
!" says a wide-eyed Constance, "What may I do for thee?"	!" 一個目瞪口呆的康斯坦斯說，"我可以為你做什麼？"
"'Bye!"*	!"別了！"*
"A man named Weston came to me deep in perplexity.~~"He told me he wanted to steal some apples from the Royal Orchards but if he did he would feel bad about it in the morning.~~"So I gave him this advice -- sleep until noon!"	"一個叫韋斯頓的男人來找我，他非常困惑。~~"他告訴我，他想從皇家果園偷一些蘋果，但如果他這樣做，他第二天早上會感到不好。~~"所以我給了他這個建議 -- 睡到中午！"
"A man with a Hook? I am certain I would remember having seen anyone like that, and I am positive that does not match the description of any Fellowship member this branch has ever come in contact with."	"一個有鉤子的男人？我確定我會記得見過任何像他的人，我也確定這不符合這個分支的任何ellowship成員的描述。"
"A man with a hook? No, I saw no one all night or all morning."	"一個有鉤子的男人？不，我整夜整天都沒有看到任何人。"
"A man with a hook?" The king rubs his chin.~~"No, I do not recall ever meeting a man with a hook."	"一個有鉤子的男人？"國王擦了擦下巴。~~"不，我不記得曾經遇過一個有鉤子的男人。"
"A mean trick was played by you," she says, frowning.	"你們玩了一個卑劣的把戲，"她皺著眉說。
"A moment, Jeanette! Thou hast it all wrong! Charles is a -servant-! Thou art an ignoramus! Charles is not 'upper class'! He is as working class as thee! 'Tis Willy who is the rich merchant! If thou dost ask me, 'tis Willy who is obnoxious and egotistical. Charles is a dream!"	"等一下，珍妮特！你完全弄錯了！查爾斯是一個 -僕人-！你是一個無知的人！查爾斯不是 '上層階級'！他和你一樣是工人階級！如果你問我，我會說是威利是富有的商人！如果你問我，威利是令人討厭和自大的人。查爾斯是一個夢想家！"
"A mysterious voice speaking inside someone's head, suggesting the philosophy of The Fellowship. Does this sound familiar,	"一個神秘的聲音在某人的腦海中說話，提出The Fellowship的哲學。這聽起來熟悉嗎，"
"A noble group of people who strive to instill a greater sense of spiritual knowledge throughout all of Britannia. 'Twill be but a matter of time,	"一群高尚的人，他們努力在整個不列顛尼亞灌輸更深的精神知識。時間一到，"
"A pirate with a hook for a hand? No... I do not believe I know him. There are many pirates on this island. Many of them are missing appendages, too!"	"一個有鉤子手的海盜？不...我不相信我知道他。這個島上有很多海盜。很多人都缺少肢體，太！"
"A pity we could not teach that little fool a lesson. Perhaps we have anyway. For his sake, he had better have learned it well."	"可惜我們不能教訓那個小傻瓜一頓。也許我們已經這樣做了。為了他的緣故，他最好學會了這個教訓。"
"A pity we could not teach that little fool a lesson. Still, we have regained our honor and that is enough. For now."	"可惜我們不能教訓那個小傻瓜一頓。還好，我們恢復了我們的榮譽，這就足夠了。暫時如此。"
"A pleasant day to thee,	"你好，"
"A pleasure to meet thee,	"很高興認識你，
"A pleasure, friend Avatar. A pleasure."*	"很高興遇見你，Avatar.*"
"A rather defensive young lad, I cannot say that I know that much about him."	"他是一個防禦性很強的年輕人，我不太了解他。"
"A rather violent place, by all accounts. I have not had the pleasure of a visit in quite a while."	"據說那是一個相當暴力的地方，我已經很久沒有去過了。"
"A responsibility, yes, even a necessity. The cost of being honorable is that one must defend one's honor. There is no telling just where or when the next stain on one's honor may appear. Like this Sprellic fool, for instance. The perfect example!"*	"責任感，甚至是必要的。榮譽的代價就是必須捍衛自己的榮譽。不知何時何地會出現下一次對榮譽的污點。就像這個蠢蛋Sprellic一樣。完美的例子！*"
"A room for the night is quite reasonable. Only 8 gold per person. Want one?"	"一晚的房間費用很合理，只要每人8金幣。你要嗎？"
"A royal rotten egg, he is. Merrick turned his back on us and now spends each night in a warm, cozy bed. Which is more than either one of us have had for some time."	"他是一個真正的王八蛋，Merrick背叛了我們，現在每晚都睡在溫暖舒適的床上。這比我們這段時間以來所擁有的任何東西都要好。"
"A sack will cost thee 12 gold. Art thou interested in purchasing some?"	"一袋東西的價格是12金幣。你有興趣購買嗎？"
"A sad fate to befall our fine comrade Shamino. He will be sorely missed. We must try and get his remains to a healer. Perhaps he may still be revived."	"我們的好夥伴Shamino遭遇了不幸的命運。他將被深深地懷念。我們必須試圖將他的遺體送到治療師那裡。也許他還可以被復活。"
"A sailor on a ship at port in New Magincia first told me of the Library of Scars, of how it was the greatest fighting guild in Britannia and how its trainer, Master De Snel, had created the perfect fighting style. I immediately spent every coin I had to come here. But De Snel now refuses to accept me as a student. I know if I can defeat a fighter who claims to be better than anyone in the guild, and help restore its honor in the process, De Snel will have to finally accept me."	"一艘停泊在新馬吉尼亞港口的船上的水手告訴我有關傷痕圖書館的消息，說它是布利塔尼亞最偉大的戰鬥公會，該公會的教練Master De Snel創造了完美的戰鬥風格。我立即花光了所有的錢來到這裡。但是De Snel現在拒絕接受我成為他的學生。我知道如果我能夠擊敗一個聲稱自己比公會裡任何人都強大的戰鬥者，並在此過程中恢復公會的榮譽，De Snel將不得不最終接受我。"
"A sextant costs one hundred gold pieces. Does thou wish to buy one?"	"一把六分儀的價格是一百金幣。你想買嗎？"
"A shipwreck has brought three strangers to our island. Rumor has it one of them is a monied gentleman from Buccaneer's Den, and the other two are his hired swords. They were in here drinking one night. They are not the sort of crowd I would wish to serve at mine establishment."	"一艘沉船把三個陌生人帶到了我們的島上。傳聞其中一人是一個來自海盜港的有錢紳士，另外兩個人是他的雇傭兵。他們曾經在這裡喝酒。他們不是我想在我的店裡招待的那種人。"
"A simply wretched little urchin. Always sulking. But then, one must realize that he has no father to discipline him properly."	"一個非常糟糕的小混混。總是嘟嘟囔囔。但是，必須意識到他沒有父親來正確地管教他。"
"A splendid example of The Fellowship turning someone's life around. Presently he resides in our shelter."	"一個絕佳的例子，證明了The Fellowship改變了某人的生活。現在他住在我們的庇護所裡。"
"A terrible crime, causing me no small amount of monetary distress. It has caused the surrounding community to worry about their possessions as well."	"一個可怕的罪行，給我帶來了不小的經濟困擾。它使周圍的社區擔心自己的財產。"
"A unicorn is one of a family of nature spirits that were once called upon to aid a very powerful wizard many, many years ago."	"一隻獨角獸是自然精靈家族的一部分，這些精靈曾經被召喚來幫助一個非常強大的巫師，巫師活了很多很多年。"
"A veritable wonderland, is it not?"	"這真是個奇妙的世界，不是嗎？"
"A whistling sound is made by Emps when talking is done by us. An imitation of that sound can be created by a special whistle," he says enthusiastically.~~He begins quickly searching around for a dead, hollow, fallen tree branch. Shortly he finds one that meets his satisfaction. Apparently embarrassed, he turns his back to you, and makes motions similar to one twisting a cork from a flagon.~~After a few minutes of this, he turns around and presents the whistle to you.	"當我們與艾姆斯交談時，他們會發出一種呼哨聲。有一種特殊的哨子可以模仿這種聲音，" 他熱情地說。~~他開始快速搜索周圍，尋找一根死掉的、空心的、掉落的樹枝。不久，他找到了滿意的樹枝。顯然感到尷尬，他背對著你，做出類似於扭開酒瓶塞的動作。~~幾分鐘後，他轉過身來，將哨子呈獻給你。
"A wise move. A magnificent ship for thee!" He takes your gold.	"這是個明智的決定。這艘船將是你的！" 他收下你的金幣。
"A wonderful woman. Thou shouldst meet her."	"她是一個了不起的女人。你應該去見見她。"
"A-ha! Not only an unrepentant criminal but also a potential professional thief! Looks like this one has ended in the right place and just in the nick o' time."*	"哈哈！不僅是一個不懺悔的罪犯，還是一個潛在的職業小偷！看來這個人來到了正確的地方，正是時候。"*
"About whom doth thou wish to know? Auston? The gargoyles? Liana? Cador? Perhaps Yongi?"	"你想知道關於誰？奧斯頓？石像鬼？莉安娜？凱多？或者是永吉？"
"Abraham is one of the members of the inner circle of The Fellowship. He and his colleague Elizabeth travel the country periodically, usually distributing or collecting the organization's funds and doing business at the other branches."	"亞伯拉罕是神聖團契的核心成員之一。他和他的同事伊麗莎白定期在鄉村旅行，通常是分發或收集組織的資金，並在其他分支進行業務。"
"Across the country we do fly -- ~Best to heed our battle cry!	"我們在全國各地飛行 -- ~最好聽從我們的戰鬥口號！"
"Acting is the highest form of art. It allows one to step outside oneself and become another person. 'Tis like a game!"	"演戲是最高形式的藝術。它允許人們走出自己，成為另一個人。這就像是一場遊戲！"
"Actually my business does quite well and I do like the way my flowers brighten the whole place. But who really cares about business anyway, so why shouldst thou ask? Suffice it to say that life is sweet!"	"其實我的生意做得很好，我喜歡我的花朵為整個地方增添光彩。但是誰真的關心生意呢，所以你為什麼要問？足以說明生活是甜蜜的！"
"Actually, I believe they are on their way to the Isle of the Avatar to take care of our new Special Project."	"其實，我相信他們正在前往阿瓦塔島，去處理我們的新特別項目。"
"Actually, I do not like this town very much. The people here are all poor and the only one mine own age is Tobias."	"其實，我不太喜歡這個鎮。這裡的人都很窮，只有托比亞斯是我的年齡。"
"Actually, I had seen this angry woman before. She would enter mine establishment upon occasion. Unfortunately, this was our first formal acquaintance."	"其實，我以前見過這個生氣的女人。她會偶爾進入我的店鋪。不幸的是，這是我們的第一次正式見面。"
"Actually, I have seen something like this before. It was about four years ago, in Britain."	"其實，我以前見過類似的事情。大約是在四年前，在英國。"
"Actually, now as I recall being out in the night air, it was a quite tolerable evening. Alas, I was oblivious to little else but the prospect of earning a goodly sum in the service of the stranger. Woe is me!"	"其實，現在回想起來，在夜晚的空氣中，我覺得那是一個相當可以忍受的夜晚。唉，我當時只關注於為陌生人服務，賺取一大筆金錢。哀哉！"
"Actually, the part of being a virgin detector that I find the most intolerable is having to perform upon demand for some clever mage or bard or hero who wants a potential wife to try to touch me."	"實際上，我最不能忍受的就是身為處女檢測器的那部分，我必須在某些聰明的法師、吟遊詩人或英雄面前表演，讓他們的未婚妻試圖觸碰我。"
"Actually, there are no other inns or pubs in Paws. It is a small place, but our food and drink here is quite good, honestly."	"實際上，帕斯沒有其他旅館或酒館。這是一個小地方，但我們的食物和飲料很好，老實說。"
"Actually, there is a very good reason why I am a baker."	"實際上，我成為一名麵包師有很好的理由。"
"Actually, this will be my debut theatrical performance. I have been working as a barmaid waiting for my first chance to be in the theatre."	"實際上，這將是我第一次的舞台表演。我一直以酒館女服務員的身份工作，等待我的第一次機會在劇院演出。"
"Addom is mine husband. But how did...?" She appears confused, but suddenly directs her gaze at you. "Hast thou seen him?"	"艾多姆是我的丈夫。但你是如何……？" 她看起來很困惑，但突然將目光投向你。"你有沒有見過他？"
"Adieu!"*	"再見！"*
"Adventure is not Trellek's desire."	"特雷萊克並不渴望冒險。"
"After I was murdered, my good friend, Yorl, cared for her as his own. He tried his best, but her sickness only worsened. After several months she weakened, and died." He stops here, tears filling his ghostly eyes, then, angrily, he says, "And now her spirit is held by Horance the Liche. Thou must rescue her from that foul beast!" He attempts to grab you, but his hands pass through without resistance.*	"在我被謀殺後，我好的朋友約爾照顧她，就像照顧自己的女兒一樣。他盡力照顧她，但她的病情只會惡化。幾個月後，她的身體虛弱，死了。" 他在這裡停下來，眼淚充滿了他的鬼魂眼眸，然後，憤怒地，他說，"現在她的靈魂被霍蘭斯的巫妖控制著！你必須從那個可惡的怪物手中救出她！" 他試圖抓住你，但他的手穿過你身體，毫無阻礙。*
"After Vokes left, I encountered a man named Timmons. He asked me to return the honor flag to the Library of Scars. I told him I could not and he also challenged me to a duel to the death. I told him I was busy, but he scheduled the challenge for right after my duel with Vokes.	"沃克斯離開後，我遇到了一個名叫提蒙斯的人。他要求我將榮譽旗幟歸還給傷疤圖書館。我告訴他我不能，他也向我挑戰決鬥至死。我告訴他我很忙，但他安排了決鬥，時間就在我與沃克斯決鬥之後。"
"After he defeats the fighters of the Library of Scars, he may open his own school teaching his own unique style of fighting."	"在他擊敗傷疤圖書館的戰士後，他可以開設自己的學校，教授自己的獨特格鬥風格。"
"After he went to bed, he complained that he was too cold. I brought him more and more blankets, but it was not enough. Finally, he had every blanket in the inn. And he was still cold!"	"在他上床睡覺後，他抱怨說他太冷了。我給他更多的毯子，但還是不夠。最後，他拿走了旅館裡所有的毯子。他還是覺得冷！"
"After joining The Fellowship I learned how to be a man's man," says Grayson.*	"加入了『同伴會』後，我學會了如何成為一個真正的男人，" 格雷森說。*
"After searching for a meaning to this voice - which proved difficult, for how dost thou tell someone, especially a stranger, that thou art hearing a voice in thine head - I came across The Fellowship. They taught me what the voice was."	"在我尋找這個聲音的意義時 - 這證明是很困難的，因為你如何告訴某人，特別是陌生人，你在腦海中聽到一個聲音 - 我遇到了『同伴會』。他們教我這個聲音是什麼。"
"After the explosion and crash I ran out to my field. There I saw the strange machine that thou hast seen, only it was glowing hot. I was terrified. But then the top of the machine started to open."	"在爆炸和坠毀後，我跑到我的田地裡。在那裡，我看到了你所看到的那台奇怪的機器，只是它還在冒著熱氣。我很害怕。但是機器的頂部開始打開。"
"After years of breaking my back trying to make something of this ungrateful little town, I'm giving up. I swear I will never build another ship as long as I live. That will teach them! No matter how they may beg or plead, I will not do it."	"在我費盡心血試圖讓這個不感恩的小鎮變得更好之後，我放棄了。我發誓我再也不會建造另一艘船，無論他們如何乞求或哀求，我都不會這樣做。這將教訓他們！無論他們如何乞求或哀求，我都不會這樣做。"
"Again I say to thee, my path lies through the portal to the south. Enter if thou hast the Courage, seeker..."*	"我再次對你說，我的路途在南方的傳送門。若你有勇氣，請進入..."*
"Agreeable?"	"你同意嗎?"
"Agreed."	"同意了。"
"Ah yes, good Avatar. 'Tis good to see thee again.	"啊，是的，好Avatar。很高興再次見到你。"
"Ah yes, thou hast returned from Dungeon Destard! But wait! I do not see the Fellowship funds that thou wast to bring back! What has happened?!"	"啊，是的，你從Dungeon Destard回來了！但等一下！我沒有看到你帶回來的Fellowship資金！發生了什麼事？!"
"Ah! But thou hast not the practical experience to train with me at this time! Go and experience life and return later."	"啊！但你現在還沒有足夠的實際經驗來跟我一起訓練！去體驗生活，然後再回來。"
"Ah! Found me out, didst thou? 'Tis too bad... for thee!"*	"啊！你發現了我的秘密！很遺憾... 對你來說！"*
"Ah! I do hope thine hands are not too full to take the package."	"啊！我希望你的手裡不是太滿，拿不下包裹。"
"Ah, Dracothraxus. We meet once again. 'Tis a pity thou shan't survive our meeting this time. Perhaps if thou hadst given the gem to me when first I asked, none of this unpleasantness would be necessary."	"啊，Dracothraxus。我們又一次見面。很可惜你這次不會活著離開這裡。也許如果你一開始就把寶石給我，現在就不會有這些麻煩了。"
"Ah, I do know what thou dost mean! Thou dost need help, yes?"	"啊，我知道你想說什麼！你需要幫助，是嗎？"
"Ah, I knew thou wert a good 'un."	"啊，我知道你是個好人。"
"Ah, I see thou art wearing thy Fellowship medallion. I received mine from Elynor when The Fellowship branch was first opened here a few years ago."	"啊，我看到你戴著Fellowship徽章。我從Elynor那裡拿到我的徽章，當時The Fellowship在這裡剛剛開張。"
"Ah, I see. Still content to run about with the other sheep." He waves you off and dims from sight.*	"啊，我看到了。還是願意跟其他羊群一起跑。" 他揮手，然後消失不見。*
"Ah, I'll need the iron bar that thou dost carry." He holds out his hand and takes the iron bar from you.	"啊，我需要你手裡的鐵條。" 他伸出手，從你手裡拿走鐵條。
"Ah, but brothers, we -do- have a job."*	"啊，但兄弟們，我們 -確實- 有工作。"*
"Ah, but first things first. I recommend that thou takest our Examination to determine if thou art truly in need of The Fellowship's teachings. Dost thou want to take the test?"	"啊，但首先要做的事情是，我建議你參加我們的考試，以確定你是否真正需要我們的教導。你想參加考試嗎？"
